ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (Ibs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Meta:_wp_page_template,Meta:woobt_disable,Meta:woobt_discount,Meta:woobt_checked_all,Meta:woobt_separately,Meta:woobt_selection,Meta:woobt_custom_qty,Meta:woobt_sync_qty,Meta:woobt_limit_each_min_default,Meta:woobt_limit_each_min,Meta:woobt_limit_each_max,Meta:woobt_layout,Meta:woobt_position,Meta:woobt_atc_button,Meta:woobt_show_this_item,Meta:woobt_before_text,Meta:woobt_after_text,Meta:goldsmith_loop_product_slider_speed,Meta:goldsmith_showcase_type,Meta:goldsmith_showcase_bg_type,Meta:goldsmith_showcase_custom_bgcolor,Meta:goldsmith_showcase_custom_textcolor,Meta:goldsmith_badge_color,Meta:goldsmith_custom_badge,Meta:goldsmith_product_size_guide,Meta:goldsmith_countdown_text,Meta:goldsmith_product_video_type,Meta:goldsmith_product_video_source_type,Meta:goldsmith_product_popup_video,Meta:goldsmith_product_iframe_video,Meta:goldsmith_product_video_on_shop,Meta:goldsmith_tabs_title,Meta:goldsmith_tabs_content,Meta:goldsmith_product_header_type,Meta:goldsmith_product_header_bgcolor,Meta:goldsmith_product_header_menuitem_color,Meta:goldsmith_product_header_menuitem_hvrcolor,Meta:goldsmith_product_header_svgicon_color,Meta:goldsmith_product_header_counter_bgcolor,Meta:goldsmith_product_header_counter_color,Meta:goldsmith_product_sticky_header_bgcolor,Meta:goldsmith_product_sticky_header_menuitem_color,Meta:goldsmith_product_sticky_header_menuitem_hvrcolor,Meta:goldsmith_product_sticky_header_svgicon_color,Meta:goldsmith_product_sticky_header_counter_bgcolor,Meta:goldsmith_product_sticky_header_counter_color,Meta:goldsmith_product_progressbar_fake_ordered,Meta:_product_360_image_gallery,Meta:_tm_popup_hosted_video_url,Meta:_tm_popup_video_type,Meta:_tm_popup_video_source_type,Meta:_tm_youtube_video_id,Meta:_elementor_edit_mode,Meta:_elementor_template_type,Meta:_elementor_version,Meta:_elementor_edit_mode
,simple,JRO-P553197127,,1.61 cts Untreated Emerald Aquamarine,1,1,catalog,,,,,taxable,,1,1,,0,0,1,,,,,"Our favorite jean meets our favorite decade. Made from premium non-stretch Japanese denim for a vintage-inspired look, the ’90s Cheeky Jean has an easy straight leg, an extra-high rise, and a butt-boosting rear fit. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",156.575,187.89,Aquamarine,"Bestseller, Trend",2 - day Delivery,"https://shop.jamsora.com/wp-content/uploads/images/JRO-P553197127/1.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P553197127/2.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P553197127/3.jpg",,,,,,,,,0,,Shape,Emerald,1,1,Dimension,	9.25 x 6.55 x 3.57 MM,1,1,Certificate,IGI,1,1,Carat,1.61,1,1,Gems Type,Aquamarine,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,gallery,hosted,https://shop.jamsora.com/wp-content/uploads/video/JRO-P553197127.mkv,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,JRO-P329156263,,3.53 cts Untreated Oval Aquamarine,1,1,catalog,,,,,taxable,,1,1,,0,0,1,,,,,"Our favorite jean meets our favorite decade. Made from premium non-stretch Japanese denim for a vintage-inspired look, the ’90s Cheeky Jean has an easy straight leg, an extra-high rise, and a butt-boosting rear fit. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",343.3,411.96,Aquamarine,"Bestseller, Trend",2 - day Delivery,"https://shop.jamsora.com/wp-content/uploads/images/JRO-P329156263/1.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P329156263/2.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P329156263/3.jpg",,,,,,,,,0,,Shape,Oval,1,1,Dimension,	10.35 x 8.75 x 5.92 MM,1,1,Certificate,IGI,1,1,Carat,3.53,1,1,Gems Type,Aquamarine,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,gallery,hosted,https://shop.jamsora.com/wp-content/uploads/video/JRO-P329156263.mkv,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,JRO-P248301775,,4.63 cts Untreated Emerald Aquamarine,1,1,catalog,,,,,taxable,,1,1,,0,0,1,,,,,"Our favorite jean meets our favorite decade. Made from premium non-stretch Japanese denim for a vintage-inspired look, the ’90s Cheeky Jean has an easy straight leg, an extra-high rise, and a butt-boosting rear fit. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",514.6,617.52,Aquamarine,"Bestseller, Trend",2 - day Delivery,"https://shop.jamsora.com/wp-content/uploads/images/JRO-P248301775/1.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P248301775/2.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P248301775/3.jpg",,,,,,,,,0,,Shape,Emerald,1,1,Dimension,	11.95 x 9.09 x 5.99 MM,1,1,Certificate,IGI,1,1,Carat,4.63,1,1,Gems Type,Aquamarine,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,gallery,hosted,https://shop.jamsora.com/wp-content/uploads/video/JRO-P248301775.mkv,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,JRO-P644862009,,2.07 cts Untreated Emerald Aquamarine,1,1,catalog,,,,,taxable,,1,1,,0,0,1,,,,,"Our favorite jean meets our favorite decade. Made from premium non-stretch Japanese denim for a vintage-inspired look, the ’90s Cheeky Jean has an easy straight leg, an extra-high rise, and a butt-boosting rear fit. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",230.075,276.09,Aquamarine,"Bestseller, Trend",2 - day Delivery,"https://shop.jamsora.com/wp-content/uploads/images/JRO-P644862009/1.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P644862009/2.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P644862009/3.jpg",,,,,,,,,0,,Shape,Emerald,1,1,Dimension,	11.10 x 7.10 x 4.32 MM,1,1,Certificate,IGI,1,1,Carat,2.07,1,1,Gems Type,Aquamarine,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,gallery,hosted,https://shop.jamsora.com/wp-content/uploads/video/JRO-P644862009.mkv,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,JRO-P775536095,,2.89 cts Untreated Round Aquamarine,1,1,catalog,,,,,taxable,,1,1,,0,0,1,,,,,"Our favorite jean meets our favorite decade. Made from premium non-stretch Japanese denim for a vintage-inspired look, the ’90s Cheeky Jean has an easy straight leg, an extra-high rise, and a butt-boosting rear fit. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",321.2,385.44,Aquamarine,"Bestseller, Trend",2 - day Delivery,"https://shop.jamsora.com/wp-content/uploads/images/JRO-P775536095/1.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P775536095/2.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P775536095/3.jpg",,,,,,,,,0,,Shape,Round,1,1,Dimension,	9.29 x 9.26 x 5.33 MM,1,1,Certificate,IGI,1,1,Carat,2.89,1,1,Gems Type,Aquamarine,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,gallery,hosted,https://shop.jamsora.com/wp-content/uploads/video/JRO-P775536095.mkv,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,JRO-P893654948,,2.78 cts Untreated Emerald Aquamarine,1,1,catalog,,,,,taxable,,1,1,,0,0,1,,,,,"Our favorite jean meets our favorite decade. Made from premium non-stretch Japanese denim for a vintage-inspired look, the ’90s Cheeky Jean has an easy straight leg, an extra-high rise, and a butt-boosting rear fit. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",308.975,370.77,Aquamarine,"Bestseller, Trend",2 - day Delivery,"https://shop.jamsora.com/wp-content/uploads/images/JRO-P893654948/1.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P893654948/2.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P893654948/3.jpg",,,,,,,,,0,,Shape,Emerald,1,1,Dimension,	10.85 x 7.63 x 5.44 MM,1,1,Certificate,IGI,1,1,Carat,2.78,1,1,Gems Type,Aquamarine,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,gallery,hosted,https://shop.jamsora.com/wp-content/uploads/video/JRO-P893654948.mkv,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,JRO-P214664398,,3.12 cts Untreated Oval Aquamarine,1,1,catalog,,,,,taxable,,1,1,,0,0,1,,,,,"Our favorite jean meets our favorite decade. Made from premium non-stretch Japanese denim for a vintage-inspired look, the ’90s Cheeky Jean has an easy straight leg, an extra-high rise, and a butt-boosting rear fit. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",346.775,416.13,Aquamarine,"Bestseller, Trend",2 - day Delivery,"https://shop.jamsora.com/wp-content/uploads/images/JRO-P214664398/1.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P214664398/2.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P214664398/3.jpg",,,,,,,,,0,,Shape,Oval,1,1,Dimension,	9.72 x 7.45 x 6.09 MM,1,1,Certificate,IGI,1,1,Carat,3.12,1,1,Gems Type,Aquamarine,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,gallery,hosted,https://shop.jamsora.com/wp-content/uploads/video/JRO-P214664398.mkv,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,JRO-P437150255,,2.34 cts Untreated Emerald Aquamarine,1,1,catalog,,,,,taxable,,1,1,,0,0,1,,,,,"Our favorite jean meets our favorite decade. Made from premium non-stretch Japanese denim for a vintage-inspired look, the ’90s Cheeky Jean has an easy straight leg, an extra-high rise, and a butt-boosting rear fit. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",260.075,312.09,Aquamarine,"Bestseller, Trend",2 - day Delivery,"https://shop.jamsora.com/wp-content/uploads/images/JRO-P437150255/1.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P437150255/2.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P437150255/3.jpg",,,,,,,,,0,,Shape,Emerald,1,1,Dimension,	9.59 X 7.14 X 4.28 MM,1,1,Certificate,IGI,1,1,Carat,2.34,1,1,Gems Type,Aquamarine,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,gallery,hosted,https://shop.jamsora.com/wp-content/uploads/video/JRO-P437150255.mkv,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,JRO-P88953682,,2.49 cts Untreated Round Aquamarine,1,1,catalog,,,,,taxable,,1,1,,0,0,1,,,,,"Our favorite jean meets our favorite decade. Made from premium non-stretch Japanese denim for a vintage-inspired look, the ’90s Cheeky Jean has an easy straight leg, an extra-high rise, and a butt-boosting rear fit. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",242.15,290.58,Aquamarine,"Bestseller, Trend",2 - day Delivery,"https://shop.jamsora.com/wp-content/uploads/images/JRO-P88953682/1.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P88953682/2.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P88953682/3.jpg",,,,,,,,,0,,Shape,Round,1,1,Dimension,	9.00 x 8.99 x 4.33 MM,1,1,Certificate,IGI,1,1,Carat,2.49,1,1,Gems Type,Aquamarine,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,gallery,hosted,https://shop.jamsora.com/wp-content/uploads/video/JRO-P88953682.mkv,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,JRO-P172376534,,2.21 cts Untreated Emerald Aquamarine,1,1,catalog,,,,,taxable,,1,1,,0,0,1,,,,,"Our favorite jean meets our favorite decade. Made from premium non-stretch Japanese denim for a vintage-inspired look, the ’90s Cheeky Jean has an easy straight leg, an extra-high rise, and a butt-boosting rear fit. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",245.625,294.75,Aquamarine,"Bestseller, Trend",2 - day Delivery,"https://shop.jamsora.com/wp-content/uploads/images/JRO-P172376534/1.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P172376534/2.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P172376534/3.jpg",,,,,,,,,0,,Shape,Emerald,1,1,Dimension,	10.02 x 7.38 x 3.65 MM,1,1,Certificate,IGI,1,1,Carat,2.21,1,1,Gems Type,Aquamarine,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,gallery,hosted,https://shop.jamsora.com/wp-content/uploads/video/JRO-P172376534.mkv,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,JRO-P731411658,,1.85 cts Untreated Emerald Aquamarine,1,1,catalog,,,,,taxable,,1,1,,0,0,1,,,,,"Our favorite jean meets our favorite decade. Made from premium non-stretch Japanese denim for a vintage-inspired look, the ’90s Cheeky Jean has an easy straight leg, an extra-high rise, and a butt-boosting rear fit. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",231.325,277.59,Aquamarine,"Bestseller, Trend",2 - day Delivery,"https://shop.jamsora.com/wp-content/uploads/images/JRO-P731411658/1.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P731411658/2.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P731411658/3.jpg",,,,,,,,,0,,Shape,Emerald,1,1,Dimension,	8.22 x 6.15 x 4.95 MM,1,1,Certificate,IGI,1,1,Carat,1.85,1,1,Gems Type,Aquamarine,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,gallery,hosted,https://shop.jamsora.com/wp-content/uploads/video/JRO-P731411658.mkv,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,JRO-P933651264,,1.85 cts Untreated Emerald Aquamarine,1,1,catalog,,,,,taxable,,1,1,,0,0,1,,,,,"Our favorite jean meets our favorite decade. Made from premium non-stretch Japanese denim for a vintage-inspired look, the ’90s Cheeky Jean has an easy straight leg, an extra-high rise, and a butt-boosting rear fit. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",231.325,277.59,Aquamarine,"Bestseller, Trend",2 - day Delivery,"https://shop.jamsora.com/wp-content/uploads/images/JRO-P933651264/1.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P933651264/2.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P933651264/3.jpg",,,,,,,,,0,,Shape,Emerald,1,1,Dimension,	8.07 x 6.16 x 4.55 MM,1,1,Certificate,IGI,1,1,Carat,1.85,1,1,Gems Type,Aquamarine,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,gallery,hosted,https://shop.jamsora.com/wp-content/uploads/video/JRO-P933651264.mkv,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,JRO-P611158938,,2.42 cts Untreated Oval Aquamarine,1,1,catalog,,,,,taxable,,1,1,,0,0,1,,,,,"Our favorite jean meets our favorite decade. Made from premium non-stretch Japanese denim for a vintage-inspired look, the ’90s Cheeky Jean has an easy straight leg, an extra-high rise, and a butt-boosting rear fit. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",268.975,322.77,Aquamarine,"Bestseller, Trend",2 - day Delivery,"https://shop.jamsora.com/wp-content/uploads/images/JRO-P611158938/1.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P611158938/2.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P611158938/3.jpg",,,,,,,,,0,,Shape,Oval,1,1,Dimension,	8.95 x 7.65 x 4.61 MM,1,1,Certificate,IGI,1,1,Carat,2.42,1,1,Gems Type,Aquamarine,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,gallery,hosted,https://shop.jamsora.com/wp-content/uploads/video/JRO-P611158938.mkv,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,JRO-P516412852,,9.25 cts Untreated Round Aquamarine,1,1,catalog,,,,,taxable,,1,1,,0,0,1,,,,,"Our favorite jean meets our favorite decade. Made from premium non-stretch Japanese denim for a vintage-inspired look, the ’90s Cheeky Jean has an easy straight leg, an extra-high rise, and a butt-boosting rear fit. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",1028.1,1233.72,Aquamarine,"Bestseller, Trend",2 - day Delivery,"https://shop.jamsora.com/wp-content/uploads/images/JRO-P516412852/1.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P516412852/2.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P516412852/3.jpg",,,,,,,,,0,,Shape,Round,1,1,Dimension,	9.25 x 9.15 x 5.13 MM,1,1,Certificate,IGI,1,1,Carat,9.25,1,1,Gems Type,Aquamarine,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,gallery,hosted,https://shop.jamsora.com/wp-content/uploads/video/JRO-P516412852.mkv,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,JRO-P654778551,,3.07 cts Untreated Cushion Aquamarine,1,1,catalog,,,,,taxable,,1,1,,0,0,1,,,,,"Our favorite jean meets our favorite decade. Made from premium non-stretch Japanese denim for a vintage-inspired look, the ’90s Cheeky Jean has an easy straight leg, an extra-high rise, and a butt-boosting rear fit. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",255.9,307.08,Aquamarine,"Bestseller, Trend",2 - day Delivery,"https://shop.jamsora.com/wp-content/uploads/images/JRO-P654778551/1.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P654778551/2.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P654778551/3.jpg",,,,,,,,,0,,Shape,Cushion,1,1,Dimension,	10.08 x 8.85 x 5.08 MM,1,1,Certificate,IGI,1,1,Carat,3.07,1,1,Gems Type,Aquamarine,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,gallery,hosted,https://shop.jamsora.com/wp-content/uploads/video/JRO-P654778551.mkv,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,JRO-P490012045,,2.87 cts Untreated Oval Aquamarine,1,1,catalog,,,,,taxable,,1,1,,0,0,1,,,,,"Our favorite jean meets our favorite decade. Made from premium non-stretch Japanese denim for a vintage-inspired look, the ’90s Cheeky Jean has an easy straight leg, an extra-high rise, and a butt-boosting rear fit. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",279.1,334.92,Aquamarine,"Bestseller, Trend",2 - day Delivery,"https://shop.jamsora.com/wp-content/uploads/images/JRO-P490012045/1.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P490012045/2.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P490012045/3.jpg",,,,,,,,,0,,Shape,Oval,1,1,Dimension,	10.79 x 8.33 x 4.51 MM,1,1,Certificate,IGI,1,1,Carat,2.87,1,1,Gems Type,Aquamarine,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,gallery,hosted,https://shop.jamsora.com/wp-content/uploads/video/JRO-P490012045.mkv,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,JRO-P354394459,,4.82 cts Untreated Round Aquamarine,1,1,catalog,,,,,taxable,,1,1,,0,0,1,,,,,"Our favorite jean meets our favorite decade. Made from premium non-stretch Japanese denim for a vintage-inspired look, the ’90s Cheeky Jean has an easy straight leg, an extra-high rise, and a butt-boosting rear fit. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",669.65,803.58,Aquamarine,"Bestseller, Trend",2 - day Delivery,"https://shop.jamsora.com/wp-content/uploads/images/JRO-P354394459/1.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P354394459/2.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P354394459/3.jpg",,,,,,,,,0,,Shape,Round,1,1,Dimension,	10.03 x 9.91 x 7.21 MM,1,1,Certificate,IGI,1,1,Carat,4.82,1,1,Gems Type,Aquamarine,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,gallery,hosted,https://shop.jamsora.com/wp-content/uploads/video/JRO-P354394459.mkv,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,JRO-P369047710,,2.13 cts Untreated Round Aquamarine,1,1,catalog,,,,,taxable,,1,1,,0,0,1,,,,,"Our favorite jean meets our favorite decade. Made from premium non-stretch Japanese denim for a vintage-inspired look, the ’90s Cheeky Jean has an easy straight leg, an extra-high rise, and a butt-boosting rear fit. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",207.15,248.58,Aquamarine,"Bestseller, Trend",2 - day Delivery,"https://shop.jamsora.com/wp-content/uploads/images/JRO-P369047710/1.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P369047710/2.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P369047710/3.jpg",,,,,,,,,0,,Shape,Round,1,1,Dimension,	8.35 x 8.30 x 5.07 MM,1,1,Certificate,IGI,1,1,Carat,2.13,1,1,Gems Type,Aquamarine,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,gallery,hosted,https://shop.jamsora.com/wp-content/uploads/video/JRO-P369047710.mkv,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,JRO-P414435787,,2.88 cts Untreated Oval Aquamarine,1,1,catalog,,,,,taxable,,1,1,,0,0,1,,,,,"Our favorite jean meets our favorite decade. Made from premium non-stretch Japanese denim for a vintage-inspired look, the ’90s Cheeky Jean has an easy straight leg, an extra-high rise, and a butt-boosting rear fit. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",280.075,336.09,Aquamarine,"Bestseller, Trend",2 - day Delivery,"https://shop.jamsora.com/wp-content/uploads/images/JRO-P414435787/1.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P414435787/2.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P414435787/3.jpg",,,,,,,,,0,,Shape,Oval,1,1,Dimension,	10.78 x 8.72 x 4.15 MM,1,1,Certificate,IGI,1,1,Carat,2.88,1,1,Gems Type,Aquamarine,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,gallery,hosted,https://shop.jamsora.com/wp-content/uploads/video/JRO-P414435787.mkv,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,JRO-P369399713,,1.75 cts Untreated Pear Aquamarine,1,1,catalog,,,,,taxable,,1,1,,0,0,1,,,,,"Our favorite jean meets our favorite decade. Made from premium non-stretch Japanese denim for a vintage-inspired look, the ’90s Cheeky Jean has an easy straight leg, an extra-high rise, and a butt-boosting rear fit. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",194.5,233.4,Aquamarine,"Bestseller, Trend",2 - day Delivery,"https://shop.jamsora.com/wp-content/uploads/images/JRO-P369399713/1.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P369399713/2.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P369399713/3.jpg",,,,,,,,,0,,Shape,Pear,1,1,Dimension,	10.13 x 5.88 x 3.95 MM,1,1,Certificate,IGI,1,1,Carat,1.75,1,1,Gems Type,Aquamarine,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,gallery,hosted,https://shop.jamsora.com/wp-content/uploads/video/JRO-P369399713.mkv,,,,,,,,,,,,,,,,,,,,,,,,,,,
